,text,label
364," William was re @-@ elected to York after Murdac 's death in 1153 . When William attempted to enter York on 9 May 1154 , Robert , along with Osbert de Bayeux , tried to prevent his entry , but their attempt was unsuccessful and they then went to Theobald of Bec , the Archbishop of Canterbury , and appealed in vain against William 's actions . It is possible that Robert feared that William would remove Robert from the deanship . After William 's death , Robert , once more acting with Osbert , pressured the cathedral chapter of York to elect Stephen 's choice of Roger de Pont L 'Évêque as the new Archbishop of York . Osbert was later accused of poisoning William , and was deprived of his office and clerical status when he could not clear himself from the accusation . Although Robert was associated with Osbert 's opposition to William , there is no evidence that Robert was ever thought to have been involved in the possible poisoning of William . ",0
365," Like the remainder of the Southeastern United States , Florida has a winter maximum in dense fog conditions . Unlike the remainder of the region , the maximum in Florida contains roughly half of the annual occurrences per year , on average . Its summer minimum is less than the remainder of the Southeast . The annual number of heavy fog days ( with visibility of .25 miles ( 0 @.@ 40 km ) or less ) has ranged from 50 in Tallahassee , to 1 in Key West , the least foggy region in the state . The two types of fog that are most common in Florida are advection and radiational . Fog can be hazardous to early morning commuters . On January 9 , 2008 , when fog on Interstate 4 combined with smoke from a nearby fire , visibility was reduced to nearly zero . As a result , five individuals died in a 70 @-@ car pileup . ",0
366," After Cage finished teaching at the New School in the summer of 1960 , Ono was determined to rent a place to present her works along with the work of other avant @-@ garde artists in the city . She eventually found a cheap loft in downtown Manhattan at 112 Chambers Street that she used as a studio and living space . Supporting herself through secretarial work and lessons in the traditional Japanese arts at the Japan Society , Ono allowed composer La Monte Young to organize concerts in the loft . Both began organizing a series of events there from December 1960 through June 1961 , with people such as Marcel Duchamp and Peggy Guggenheim attending , and both Ono and Young claimed to have been the primary curator of these events , with Ono claiming to have been eventually pushed into a subsidiary role by Young . The Chambers Street series hosted some of Ono 's earliest conceptual artwork , including Painting to Be Stepped On , which was a scrap of canvas on the floor that became a completed artwork upon the accrual of footprints . With that work , Ono suggested that a work of art no longer needed to be mounted on a wall and inaccessible . She showed this work and other instructional work again at [UNK] 's AG Gallery in July 1961 . ",1
367," The cotyledons of Banksia paludosa , B. marginata and B. integrifolia are very similar in appearance . The [UNK] of larger shrubs of both Banksia paludosa subspecies resemble those of Banksia conferta subsp. penicillata , but the latter has a wider inflorescence , and the buds are more crowded in appearance on the inflorescence before anthesis . Banksia paludosa also bears a superficial resemblance to B. oblongifolia , but the latter has a prominent midrib on the leaf underside , the new growth is covered in rusty fur , and the old spikes are bare of flowers . The latter grows on dryer rocky soils while the former grows in wetter sandy soils . ",0
368," The Star of Life is widely used , and was originally designed and governed by the U.S. National Highway Traffic Safety Administration , because the Red Cross symbol is legally protected by both National and international law . It indicates that the vehicle 's operators can render their given level of care represented on the six pointed star . ",1
369," The Top of Town is the historic heart of Basingstoke , housing the Museum in the former Town Hall building ( rebuilt 1832 ) as well as several locally run shops , the post office , and the market place . Basingstoke is also home to multiple theatrical organisations : The Anvil , and the Haymarket , situated in the former Corn Exchange . ",1
370," Three of the earliest recorded observers of the volcanoes were the Scottish scientists Archibald Menzies in 1794 , James Macrae in 1825 , and David Douglas in 1834 . Just reaching the summits proved daunting : Menzies took three attempts to ascend Mauna Loa , and Douglas died on the slopes of Mauna Kea . The United States Exploring Expedition spent several months studying the islands in 1840 – 1841 . American geologist James Dwight Dana was on that expedition , as was Lieutenant Charles Wilkes , who spent most of the time leading a team of hundreds that hauled a pendulum to the summit of Mauna Loa to measure gravity . Dana stayed with missionary Titus Coan , who would provide decades of first @-@ hand observations . Dana published a short paper in 1852 . ",1
371," Girl with Ball is a 1961 painting by Roy Lichtenstein . It is an oil on canvas Pop art work that is now in the collection of the Museum of Modern Art , after being owned for several decades by Philip Johnson . It is one of Lichtenstein 's earliest Pop art works and is known for its source , which is a newspaper ad that ran for several decades and which was among Lichtenstein 's earliest works sourced from pop culture . ",1
372," While The Loves of the Plants celebrates the natural world , The Economy of Vegetation celebrates scientific progress and technological innovation , such as the forging of steel , the invention of the steam engine and the improvements to gunpowder . It also advances several scientific hypotheses regarding the formation of the cosmos , the moon and the earth . Moreover , Darwin 's poem represents the scientists and inventors , such as Benjamin Franklin , responsible for this progress as the heroes of a new age ; he “ [UNK] ” them . Although the two poems seem separated , they both endorse an evolutionary view of the world . Darwin did not see a distinction between nature and culture ; industrialization and technological progress were part of a single evolutionary process . ",1
373," In written communications , the simplest solution for moderately large numbers is to write the full amount , for example 1 @,@ 000 @,@ 000 @,@ 000 @,@ 000 rather than , say , 1 trillion ( short scale ) or 1 billion ( long scale ) . ",0
374," A tenth anniversary special , Browncoats Unite , was shown on the Science Channel on November 11 , 2012 . The special featured Whedon , Minear , and several of the cast members , in a discussion on the series ' history . ",1
375," P.T. was also placed on some "" best @-@ of "" lists in 2014 . GameSpot awarded it the "" Game of the Month "" for August 2014 . IGN 's Marty Sliva chose P.T. as an honorable mention on his list of the best video game trailers of the year , describing it as "" one of the most interesting , gorgeous , and terrifying "" games he played that year . Another reviewer for IGN , Lucy O 'Brien , described the game as "" the most genuinely frightening interactive experience in recent years "" , making it her choice for game of the year . Giant Bomb gave the Best Horror Game of the year award to P.T. , saying that "" P.T. reminded us what happens when unlimited resources are thrown at a horror experience . "" P.T. won "" Scariest Game "" at Bloody Disgusting 's [UNK] Awards . Polygon ranked it as the tenth best game of the year , and Slant Magazine 's staff ranked it as the eighth best video game of the year . Patrick Klepek of Kotaku originally listed the game as number one on a list of the ten best easily available horror games in February 13 , describing it as "" the new king of horror . "" The game was replaced by Amnesia : The Dark Descent as number one when Silent Hills was cancelled and P.T. removed . ",1
376," The cyclol fabric was shown to be implausible for several reasons . Hans Neurath and Henry Bull showed that the dense packing of side chains in the cyclol fabric was inconsistent with the experimental density observed in protein films . Maurice Huggins calculated that several non @-@ bonded atoms of the cyclol fabric would approach more closely than allowed by their van der Waals radii ; for example , the inner Hα and [UNK] atoms of the lacunae would be separated by only 1 @.@ 68 Å ( Figure 5 ) . [UNK] showed chemically that the outside of proteins could not have a large number of hydroxyl groups , a key prediction of the cyclol model , whereas Meyer and [UNK] showed that cyclol condensations of amino acids did not exist even in minute quantities as a transition state . More general chemical arguments against the cyclol model were given by Bergmann and Niemann and by Neuberger . Infrared spectroscopic data showed that the number of carbonyl groups in a protein did not change upon hydrolysis , and that intact , folded proteins have a full complement of amide carbonyl groups ; both observations contradict the cyclol hypothesis that such carbonyls are converted to hydroxyl groups in folded proteins . Finally , proteins were known to contain proline in significant quantities ( typically 5 % ) ; since proline lacks the amide hydrogen and its nitrogen already forms three covalent bonds , proline seems incapable of the cyclol reaction and of being incorporated into a cyclol fabric . An encyclopedic summary of the chemical and structural evidence against the cyclol model was given by Pauling and Niemann . Moreover , a supporting piece of evidence — the result that all proteins contain an integer multiple of 288 amino @-@ acid residues — was likewise shown to be incorrect in 1939 . ",0
377," The [UNK] Stadium was used for select games of the ice hockey tournament . Considerable work had to be done to bring the stadium up to date . A second rink was added to allow for two games to be held simultaneously . The stadium was outfitted with electric lights and the seating capacity was enlarged to accommodate 2 @,@ 000 people . ",1
378," BAE Systems ( and British Aerospace previously ) has long been the subject of allegations of bribery in relation to its business in Saudi Arabia . The UK National Audit Office ( NAO ) investigated the Al Yamamah contracts and has so far not published its conclusions , the only NAO report ever to be withheld . The MOD has stated "" The report remains sensitive . Disclosure would harm both international relations and the UK 's commercial interests . "" The company has been accused of maintaining a £ 60 million Saudi slush fund and was the subject of an investigation by the Serious Fraud Office ( SFO ) . However , on 14 December 2006 it was announced that the SFO was "" discontinuing "" its investigation into the company . It stated that representations to its Director and the Attorney General Lord Goldsmith had led to the conclusion that the wider public interest "" to safeguard national and international security "" outweighed any potential benefits of further investigation . The termination of the investigation has been controversial . In June 2007 , the BBC 's Panorama alleged BAE Systems "" paid hundreds of millions of pounds to the ex @-@ Saudi ambassador to the US , Prince Bandar bin Sultan "" in return for his role in the Al Yamamah deals . In late June 2007 the United States Department of Justice ( DOJ ) began a formal investigation into BAE 's compliance with anti @-@ corruption laws . On 19 May 2008 BAE Systems confirmed that its CEO Mike Turner and non @-@ executive director Nigel Rudd had been detained "" for about 20 minutes "" at two US airports the previous week and that the DOJ had issued "" a number of additional subpoenas in the US to employees of BAE Systems plc and BAE Systems Inc as part of its ongoing investigation "" . The Times suggested that such "" humiliating behaviour by the DOJ "" is unusual toward a company that is co @-@ operating fully . ",0
379," Scholars have also seen the novel as expressing the values and ideas of the Free Will Movement . In this view , the character of George Harris embodies the principles of free labor , while the complex character of Ophelia represents those Northerners who condoned compromise with slavery . In contrast to Ophelia is Dinah , who operates on passion . During the course of the novel Ophelia is transformed , just as the Republican Party ( three years later ) proclaimed that the North must transform itself and stand up for its antislavery principles . ",1
380," Ryan Charles Van Bergen , sometimes ( mis ) spelled Ryan [UNK] , ( born March 18 , 1989 ) is a free agent American football defensive end . He had signed as an undrafted free agent with the Carolina Panthers following the 2012 NFL Draft but did not make the roster for the team . He played college football for the Michigan Wolverines football team . As a fifth @-@ year senior for the 2011 Wolverines he was a preseason Hendricks Award watchlist candidate and after posting at least two tackles for a loss ( TFL ) s in each of his final three 2011 Big Ten season games he was recognized as a postseason honorable mention All @-@ Big Ten Conference performer . He started at defensive tackle for the 2009 Wolverines before switching to defensive end in 2010 . In 2011 , he started at end as well as tackle and led the team in quarterback sacks and tackles for a loss . He was awarded the 2007 Detroit Athletic Club Michigan High School Male Athlete of the Year for his performances in football , basketball and track and field . ",1
381," The expansion of the Juggalo fanbase into its own culture inspired Insane Clown Posse to write the songs "" What Is A Juggalo ? "" and "" Down With The Clown "" for this album . ",1
382," Since there were no qualifying games , the opening two matches of the tournament were the first World Cup games ever played , taking place simultaneously on 13 July 1930 ; France beat Mexico 4 – 1 at the Estadio Pocitos , while the United States defeated Belgium 3 – 0 at the same time at the Estadio Gran Parque Central . France 's Lucien Laurent was the scorer of the first World Cup goal . ",1
383," Uxbridge Royal Air Force buildings would provide an easy bombing target from all points of view , I feel that our Operations Room at least must go underground ... and the sooner it is put there the better , as not only will the re @-@ installation of communications and apparatus generally take time , but if that machinery is to function smoothly in a sudden emergency , installation must have been completed and the whole layout repeatedly worked and tried out before the danger of such emergency arises . ",0
384," Although Fischer described his mother as Jewish in a 1962 interview , he later denied his Jewish ancestry . In 1984 , Fischer denied being a Jew in a letter to the Encyclopaedia Judaica , insisting that they remove his name and accusing them of "" fraudulently misrepresenting me to be a Jew [ ... ] to promote your religion "" . ",0
385," Most sources place the total number of deaths from the war at around 20 @,@ 000 . According to the head of the Croatian Commission for Missing Persons , Colonel Ivan Grujić , Croatia suffered 12 @,@ 000 killed or missing , including 6 @,@ 788 soldiers and 4 @,@ 508 civilians . Official figures from 1996 also list 35 @,@ 000 wounded . Goldstein mentions 13 @,@ 583 killed or missing , while Anglo @-@ Croatian historian Marko Attila Hoare reports the number to be 15 @,@ 970 . Close to 2 @,@ 400 persons were reported missing during the war . ",0
386," In the summer of 1916 , amid World War I , Sharif Hussein launched the Great Arab Revolt against the Ottomans from Mecca with the backing of the British military . Al @-@ Bakri joined the revolt and moved to the Hejaz where he served as a channel between al @-@ Fatat based in Damascus and the Hashemite forces leading the uprising . When the Ottomans were defeated in 1918 and Arab and British forces reached Damascus , Faisal would soon become the King of Syria and al @-@ Bakri served as one of his advisers . The next year al @-@ Bakri co @-@ founded the first legal political party in Faisal 's Syria , the pan @-@ Arabist al @-@ Istiqlal ( "" Independence "" ) which sought to unify all the former Ottoman @-@ held Arab territories under the leadership of the Hashemites . During this period until 1920 , al @-@ Bakri was a member of the Syrian National Congress as a representative of Damascus . ",1
387," The League undertakes the responsibility for the care and safe custody of the Stanley Cup including all necessary repairs and alterations to the cup and sub @-@ structure as may be required from time to time , and further undertakes to insure the Stanley Cup for its full [UNK] value . ",1
388," Tubman 's friends and supporters from the days of abolition , meanwhile , raised funds to support her . One admirer , Sarah Hopkins Bradford , wrote an authorized biography entitled Scenes in the Life of Harriet Tubman . The 132 @-@ page volume was published in 1869 , and brought Tubman some US $ 1 @,@ 200 in revenue . Criticized by modern biographers for its artistic license and highly subjective point of view , the book nevertheless remains an important source of information and perspective on Tubman 's life . Bradford released another volume in 1886 called Harriet , the Moses of her People , which presented a less caustic view of slavery and the South . It , too , was published as a way to help alleviate Tubman 's poverty . ",1
389," Meanwhile , at the 30 Rock studios , Tracy Jordan ( Tracy Morgan ) , is shocked when NBC page Kenneth Parcell ( Jack McBrayer ) gets more laughs than he does in the elevator , compelling him to go to Jenna Maroney ( Jane Krakowski ) for help . The same thing happens to Jenna and in retaliation , she starts singing "" Wind Beneath My Wings "" , prompting Kenneth to start singing "" 99 Bottles of Beer "" , to which everyone in the elevator joins in . As revenge for upstaging them , Tracy and Jenna start doing his page duties which upsets Kenneth , and so swears never to upstage them again . ",0
390," Falun Gong 's nebulous structure and lack of membership makes it difficult to gauge the scope and size of Falun Gong communities outside China . Local groups post their practice site times on Falun Gong websites , but do not attempt to keep up with how many practitioners there are in certain areas . University of Montreal historian David Ownby notes that there are no "" mid- or upper @-@ level tiers of the organization where one might go for such information . "" He says that practitioners are not "" members "" of an "" organization "" , and do not fill out any forms at any point . ",0
391," In the first years of Anne 's reign , the Whigs gained more power and influence at the expense of the Tories . In his capacity as Lord Warden of the Cinque Ports , George held influence in parliamentary boroughs on the south coast of England , which he used to support Whig candidates in the general election of 1705 . In that year 's election for Speaker of the House of Commons , George and Anne supported a Whig candidate , John Smith . George instructed his secretary , George Clarke , who was a Member of Parliament , to vote for Smith , but Clarke refused , instead supporting the Tory candidate William Bromley . Clarke was sacked , and Smith was elected . ",1
392," The plumage of an adult bald eagle is evenly dark brown with a white head and tail . The tail is moderately long and slightly wedge @-@ shaped . Males and females are identical in plumage coloration , but sexual dimorphism is evident in the species , in that females are 25 % larger than males . The beak , feet and irises are bright yellow . The legs are feather @-@ free , and the toes are short and powerful with large talons . The highly developed talon of the hind toe is used to pierce the vital areas of prey while it is held immobile by the front toes . The beak is large and hooked , with a yellow cere . The adult bald eagle is unmistakable in its native range . The closely related African fish eagle ( H. [UNK] ) ( from far outside the bald eagle 's range ) also has a brown body , white head and tail , but differs from the bald in having a white chest and black tip to the bill . ",1
393," Shetland is a National Scenic Area which , unusually , is made up of a number of discrete locations : Fair Isle , Foula , South West Mainland ( including the Scalloway Islands ) , Muckle Roe , Esha Ness , [UNK] and [UNK] Ness . ",1
394," The Order of the White Lotus liberates Ba Sing Se in the name of the Earth King . During his coronation , Zuko promises to aid the world in the postwar reconstruction . Sometime after the ceremony , Zuko visits Ozai 's prison and demands he tell him the location of the banished Ursa , Zuko 's mother . Zuko and Mai finally reconcile . Ty Lee joins the Kyoshi warriors , having bonded with them in prison and shared some chi @-@ blocking techniques . A final scene depicts the main cast gathered in Iroh 's new tea shop , the Jasmine Dragon , and with Aang and Katara officially confirming their genuinely strong and close romantic relationship with a loving hug and passionate kiss . ",1
395," After being rumoured that the film might be shelved after shooting was stopped midway , Bandla Ganesh has clarified that the shooting would continue from 26 September and the shooting resumed in Aluminium Factory at Gachibowli in Hyderabad and the makers announced that the schedule would continue till the end of the principal photography . The makers selected a house in Begumpet to erect a special police station set to shoot few crucial scenes on which ₹ 2 @.@ 7 million was invested . An item number on Rama Rao Jr. and Nora Fatehi was shot in Hyderabad in early October 2014 . That song was a fast @-@ paced folk song choreographed by Shekhar which Nora termed a "" hyper energetic dance number "" . ",1
396," "" I found nothing but disgust in my observations along the route and in the place I came to – a large majority of the population are insane on the one idea of loyalty to the Union and the legislature is so diminished and unreliable that I rejoiced to hear that they intended to adjourn ... it seems that we are doomed to be trodden on by these troops who have taken military possession of our State , and seem determined to commit all the outrages of an invading army . "" ",0
397," Linkin Park returned to the recording studios in 2006 to work on new material . To produce the album , the band chose producer Rick Rubin . Despite initially stating the album would debut sometime in 2006 , the album was delayed until 2007 . The band had recorded thirty to fifty songs in August 2006 , when Shinoda stated the album was halfway completed . Bennington later added that the new album would stray away from its previous nu metal sound . Warner Bros. Records officially announced that the band 's third studio album , titled Minutes to Midnight , would be released on May 15 , 2007 in the United States . After spending fourteen months working on the album , the band members opted to further refine their album by removing five of the original seventeen tracks . The album 's title , a reference to the Doomsday Clock , foreshadowed the band 's new lyrical themes . Minutes to Midnight sold over 625 @,@ 000 copies in its first week , making it one of the most successful debut week albums in recent years . The album also took the top spot on the Billboard Charts . ",1
398," In 2015 , Wambach was named to the Time 100 list of the most influential people in the world . The following year , she received the 2016 ESPY Icon Award ",1
399," Cell biology – the study of the cell as a complete unit , and the molecular and chemical interactions that occur within a living cell ",1
400," In 1990 , ethnic tensions between Serbs and Croats worsened after the electoral defeat of the government of the Socialist Republic of Croatia by the Croatian Democratic Union ( Croatian : Hrvatska demokratska zajednica – HDZ ) . The Yugoslav People 's Army ( Serbian : Jugoslovenska Narodna Armija – JNA ) confiscated Croatia 's Territorial Defence ( Croatian : Teritorijalna obrana – TO ) weapons to minimize resistance . On 17 August , the tensions escalated into an open revolt of the Croatian Serbs , centred on the predominantly Serb @-@ populated areas of the Dalmatian hinterland around Knin ( approximately 60 kilometres ( 37 miles ) north @-@ east of Split ) , parts of the Lika , Kordun , Banovina and eastern Croatia . In January 1991 , Serbia , supported by Montenegro and Serbia 's provinces of Vojvodina and Kosovo , unsuccessfully tried to obtain the Yugoslav Presidency 's approval for a JNA operation to disarm Croatian security forces . The request was denied and a bloodless skirmish between Serb insurgents and Croatian special police in March prompted the JNA itself to ask the Federal Presidency to give it wartime authority and declare a state of emergency . Even though the request was backed by Serbia and its allies , the JNA request was refused on 15 March . Serbian President Slobodan Milošević , preferring a campaign to expand Serbia rather than to preserve Yugoslavia with Croatia as a federal unit , publicly threatened to replace the JNA with a Serbian army and declared that he no longer recognized the authority of the federal Presidency . The threat caused the JNA to abandon plans to preserve Yugoslavia in favour of expansion of Serbia as the JNA came under Milošević 's control . By the end of March , the conflict had escalated with the first fatalities . In early April , leaders of the Serb revolt in Croatia declared their intention to amalgamate the areas under their control with Serbia . These were viewed by the Government of Croatia as breakaway regions . ",0
401, gas mixtures containing proportions of oxygen other than 21 % could be extremely dangerous to divers who are unaware of the proportion of oxygen in them . All cylinders should be labeled with their composition . ,0
402," Just before her freshman year of high school , Bell 's parents decided to pull her from the public school system . She then attended Shrine Catholic High School in nearby Royal Oak , where she took part in the drama and music club . During her time at the school , she won the starring role in the school 's 1997 production of The Wizard of Oz , as Dorothy Gale and also appeared in productions of Fiddler on the Roof ( 1995 ) , Lady Be Good ( 1996 ) , and Li 'l Abner ( 1998 ) . In 1998 , the year she graduated , Bell was named the yearbook 's "" Best Looking Girl "" by senior class vote . ",1
403," Although a condom is effective in limiting exposure , some disease transmission may occur even with a condom . Infectious areas of the genitals , especially when symptoms are present , may not be covered by a condom , and as a result , some diseases like HPV and herpes may be transmitted by direct contact . The primary effectiveness issue with using condoms to prevent STDs , however , is inconsistent use . ",0
404," Des Jardien was born in Coffeyville , Kansas and moved to Chicago as a child . He attended Chicago 's Wendell Phillips Academy High School before enrolling at the University of Chicago , where he played on the Chicago Maroons ' football , baseball , basketball , and track and field teams . He earned 12 varsity letters , played on Western Conference championship teams in both football and baseball , and became known as one of the best all @-@ around athletes ever produced by the University of Chicago . While attending the University of Chicago , Des Jardien was 6 feet , 5 inches tall and weighed 190 pounds ; his teammates called him "" Shorty . "" ",1
405," The conflicts between Welles and Ritt attracted media attention . Immediately after filming was completed , during an interview with Life , Welles explained that the cause of his behavior was that he did not know what kind of "" [UNK] "" his co @-@ stars would be or the "" caprices "" they would receive from him . He also stated that they overcame the differences and completed the film . Welles later wrote a letter to Ritt praising his work and apologizing for his interference during the making of the movie . Ritt replied , expounding his admiration for Welles . Despite the mutual apologies , during an interview in 1965 , Ritt recalled an incident on the set . While the film was being shot , it was often stopped by bad weather . During a day suitable for shooting , he found Welles not ready for the scene , instead reading a newspaper in Spanish . Ritt decided to skip Welles ' scene and shoot the next one . He attributed Welles ' later cooperation to the incident , which Welles had found humiliating . Ritt thus earned the nickname "" the Orson Tamer "" throughout the Hollywood community . ",0
406, American astrophysicist Alice C. Quillen and her student Stephen Thorndike performed computer simulations of the structure of the dust disk around Epsilon Eridani . Their model suggested that the clumping of the dust particles could be explained by the presence of a second planet in an eccentric orbit . They announced this finding in 2002 . ,1
407," This event is mentioned in Ibn Ishaq 's biography of Muhammad . Most of the information available about the events is derived from the sira — [UNK] traditions ( biographical narratives and documentation of military campaigns ) of the early centuries of Islam . The general sequence of the events gained consensus early on , as demonstrated in the text of Ibn Ishaq , an early biographer of Muhammad . Accounts of the battle are derived mainly from descendants of the participants . Much of the basic narrative and chronology , according to Robinson , is reasonably authentic , although some of the more elaborate details — such as the exact scale of the Muslim defeat — may be doubtful or difficult to ascertain . ",1
408, Both the scientific and colloquial name of the bird are related to its use of human @-@ made structures . It builds a closed cup nest from mud pellets under eaves or similar locations on buildings usually in colonies . ,0
409," The first general outline of the post @-@ 1945 borders of Croatia was made by the Anti @-@ Fascist Council for the National Liberation of Yugoslavia on 24 February 1945 . Some issues regarding the border , such as Baranja , were left unresolved . The newly established Autonomous Province of Vojvodina , a part of the Socialist Republic of Serbia since April 1945 , sought to establish its border with the Socialist Republic of Croatia along the Drava River , thus including Baranja , the Danube and along the Vukovar – Županja line . To counter the claims made by Vojvodina , Croatian authorities staked counterclaims in the areas of Vukovar , Vinkovci , Baranja and in the area of Sombor . ",0
410," Pineda was placed on the 15 @-@ day disabled list with tendinitis in his right shoulder at the culmination of spring training , causing him to miss the start of the 2012 season . During his rehabilitation , he suffered an anterior labral tear in his right shoulder . He underwent arthroscopic surgery on May 1 , 2012 , and was ruled out for the 2012 season . Pineda began the 2013 season on the 60 @-@ day DL as he was still recovering from the shoulder surgery . He was activated from the disabled list on July 8 , 2013 , and optioned to the minor leagues , where he pitched for the Scranton / Wilkes @-@ Barre RailRiders of the Class AAA International League . In six games pitched for the RailRiders , Pineda had a 1 – 1 record and a 3 @.@ 86 ERA . ",0
411," On October 2 , 2014 , it was announced that Florida International University would play host to the Miss Universe 2014 pageant on January 25 , 2015 . FIU also hosted a talk from President Barack Obama in February 2015 . ",1
412," During his time in Canadian waters , Curtis became friends with Governor Molyneux Shuldham who became Curtis ' patron and in 1775 assisted his transfer into HMS Chatham off New York . The following year , with the American Revolutionary War underway , Curtis was promoted to commander and given the sloop HMS Senegal . Curtis performed well in his new command and a year later was again promoted after being noticed by Lord Howe . Howe made Curtis captain of his own flagship HMS Eagle , and the men became close friends . ",1
413," In the lumber industry Acer rubrum is considered a soft maple . The wood is close grained and as such it is similar to that of A. saccharum , but its texture is softer , less dense , and has a poorer figure and machining qualities . High grades of wood from the red maple can nonetheless be substituted for hard maple , particularly when it comes to making furniture . As a soft maple , the wood tends to shrink more during the drying process than with the hard maples . ",0
414," In April 2009 , he was named in the preliminary 25 man squad to represent Queensland in the opening State of Origin match for 2009 and was subsequently picked on the interchange bench for the opening State of Origin match on 3 June . Hunt came on in the 25th minute of the game to replace the injured Justin Hodges and played in his centre position for the remainder of the match which Queensland won . The consequences of this game would be felt as part of the 2009 swine flu pandemic in Australia . Hunt 's Queensland teammate Ben [UNK] tested positive to the Swine influenza and the Brisbane Broncos subsequently put all of their Origin players in quarantine . ",0
415," Seyfried has a taxidermy collection that includes a baby horse , a fox , an owl , a moose , a goat , a hybrid taxidermy deer and butterflies . Conan O 'Brien gave her a taxidermy raccoon attached to a jet pack as a gift for her collection during an appearance on Conan . ",1
416," In 1726 , at the age of 19 , Hopkins married Sarah Scott , the daughter of Sylvanus Scott and Joanna [UNK] , and a great great granddaughter of early Providence settler Richard Scott whose wife was Katharine Marbury , the youngest sister of the famed Puritan dissident minister Anne Hutchinson . Richard Scott was said to be the first Quaker in Providence . Hopkins and Sarah had seven children , five of whom lived to maturity . Sarah died on September 9 , 1753 at the age of 46 , and following her death , Hopkins married Anne Smith , the daughter of Benjamin Smith , and the widow of an unrelated Benjamin Smith . Hopkins and Anne did not have children together . Hopkins ' younger brother , Esek Hopkins , became the first commander in chief of the Continental Navy , and another brother , William , became a celebrated merchant . ",1
417," Chapter X examines whether patterns in the fossil record are better explained by common descent and branching evolution through natural selection , than by the individual creation of fixed species . Darwin expected species to change slowly , but not at the same rate – some organisms such as Lingula were unchanged since the earliest fossils . The pace of natural selection would depend on variability and change in the environment . This distanced his theory from Lamarckian laws of inevitable progress . It has been argued that this anticipated the punctuated equilibrium hypothesis , but other scholars have preferred to emphasise Darwin 's commitment to gradualism . He cited Richard Owen 's findings that the earliest members of a class were a few simple and generalised species with characteristics intermediate between modern forms , and were followed by increasingly diverse and specialised forms , matching the branching of common descent from an ancestor . Patterns of extinction matched his theory , with related groups of species having a continued existence until extinction , then not reappearing . Recently extinct species were more similar to living species than those from earlier eras , and as he had seen in South America , and William Clift had shown in Australia , fossils from recent geological periods resembled species still living in the same area . ",1
418," The yamen building is made up of three halls . Originally the middle hall served the Assistant Magistrate of Kowloon 's administrative office , and the rear block was his residence . After the government officials left the area in 1899 , it was used for several other purposes , including an old people 's home , a refuge for widows and orphans , a school , and a clinic . It was restored in 1996 and is now found near the centre of the park . It contains a photo gallery of the Walled City , and two cannon dating back to 1802 sit at the sides of its entrance . ",1
419," Developer Nicalis worked with McMillen in 2014 to complete a remake of the game The Binding of Isaac : Rebirth bringing additional features that McMillen had planned that exceeded Flash 's limitation , as well as to improve the game 's graphics and enable ports for other systems . Rebirth was released in November 2014 for Windows , OS X , Linux , and the PlayStation 4 and Vita platforms , and later in July 2015 for Xbox One , Wii U , and Nintendo 3DS . Rebirth has since seen one expansion with a second planned expansion in development . ",1
420," From the late 1990s and onward , UNC Chapel Hill expanded rapidly with a 15 % increase in total student population to more than 28 @,@ 000 by 2007 . This was accompanied by the construction of new facilities , funded in part by the "" Carolina First "" fundraising campaign and an endowment that increased fourfold to more than $ 2 billion in just ten years . Professor Oliver Smithies was awarded the Nobel Prize in Medicine in 2007 for his work in genetics . Additionally , Aziz Sancar was awarded the Nobel Prize in Chemistry in 2015 for his work in understanding the molecular repair mechanisms of DNA . ",1
421," Certain peoples have used taiko to advance social or cultural movements , both within Japan and elsewhere in the world . ",1
422," Personnel changes and label interference frustrated The Black Crowes ' attempts to follow up their 1996 album Three Snakes and One Charm . During May and June 1997 , they recorded an album called Band , but it was rejected by their label , American Recordings . Lead singer Chris Robinson said American "" couldn 't go with the vibe "" and wanted something more "" safe "" . In August , guitarist Marc Ford was fired due to a heroin habit that impaired his performances . Guitarist Rich Robinson said , "" We would be onstage playing ' Remedy ' , and he would be playing a completely different song .... We told him to clean up or get out . We assumed , since he loved music and the band , that he would clean up . "" Bassist Johnny Colt had been losing interest in the band since the recording of Three Snakes and One Charm ; his contributions to that album were minimal , as Rich played bass in his stead on all but one track . Colt quit in October to become a yoga instructor . ",0
423," Virginia Tech returned Florida State 's kickoff to their 23 @-@ yard line . After an incomplete pass , the Hokies gained a first down at their 33 @-@ yard line with a short pass . After the first down , Noel was sacked on successive plays . During the second sack , Florida State lineman Darnell Dockett collided with Noel 's helmet , twisting Dockett 's knee . Following the injury , Tech sent in backup quarterback Bryan Randall to attempt a long pass . The pass was intercepted by Florida State with 19 seconds remaining in the game . Following the interception , the Seminoles ran out the clock and secured a 30 – 17 win . ",1
424," Louis [UNK] – organic chemist and professor emeritus at Harvard University renowned as the inventor of a militarily effective form of napalm . His award @-@ winning research included work on blood @-@ clotting agents including the first synthesis of vitamin K , synthesis and screening of quinones as antimalarial drugs , work with steroids leading to the synthesis of cortisone , and study of the nature of polycyclic aromatic hydrocarbons . ",1
