,text,label
1097,"Decided to give this place a shot after receiving numerous door hangers and handbills.....\n\nThe place is designed a bit on the odd side but has plenty of open seating as well as a few booths. The menu is large with a great deal of variety, perhaps too much..\n\nWalked in at 12noon on a Thursday- very quiet, I was the only one there. Decided to give their 'Famous' pizza a try and ordered two slices of pepperoni with a large Coke, only $5.99. The pizza is anything but amazing, lacked any real flavor and had the texture of something that had been reheated from the day before. So needless to say, avoid the pizza as there are better pizzerias in the area. \n\nStaff appear to be nice but not sure I would have the sign flippers walking through during business hours.\n\nJudging by the revues regarding their burgers here on Yelp, I may give that a try next but again there are plenty of burger joints around here already.",0
1098,"If you are looking for cheap and accessible. This is it. Don't expect a whole lot. It's a hotel for cheapsters, so you will get what you expect. It isn't terrible, but it isn't wonderful either. The pool was descent and we went 2 times. The location is great- right on the strip, monorail station inside.",0
1099,"The NC Music Factory packs an entertainment punch for Third Ward goers. A surplus of choices and none will disappoint. \n\nSmall Bar and the saloon are great places to grab a quick beer or enjoy live music. Comedy Zone tends to have a varied lineup throughout the week and always has great improv nights. Check their schedule online as it varies. \n\nVBGB or Mattie's Diner are great places to grab a quick bite to eat. Post or pre-beer friendly food and all are available latenight. Parking can be a bit of a bear but is plentiful in the lot. Can cost $$ on occasion so be prepared with a little bit of cash. Lots of street parking near the saloon and Bask, but can sometimes be blocked off for big event weekends. VBGB has its own lot but can fill up fast. \n\nCatch a bite to eat, a show, a round of beers or enjoy the nightlife/people watching!",1
1100,"When my husband and I got out of our car and walked  towards Rachel's Kitchen guess who we see sitting down in the patio area...Las Vegas Entertainer alert..Penn from Penn and Teller. I thought that was pretty cool even though I've never watched their show. I tried not to stare too much because that' would be rude so we ventured in. I ordered the Chicken Salad Sandwich on Sourdough with a side of salad. My husband had the same except he had his with Cibatta bread and a side of fries. The Chicken Salad had grapes, apples, celery,scallions and watercress. It felt very light and tasted like something you would have at a summer picnic. It was delicious and not your typical chicken salad which was refreshing to me. The salad that came with my meal was very fresh and the dressing complimented it perfectly. I also had their Shangri La tea which had a nice flavor to it..it didn't need much sweetener. I liked the atmosphere..we sat in the outdoor seating area where I had a good view of Penn's pony tail. It felt very relaxing especially today because the weather was perfect!",1
1101,"When you walk in it smells dirty, looks dirty and old. The food is \""""OK\"""". For the dim sum aficionados it might be good, but I won't go again just because of how dirty it looks. If the outside feels looks run down, I can't imagine the kitchen.",0
1102,"I would like to say that everything here is NOSHtastic and SWIGalicious. \n\nThis gem has been open for about a month. It's hard to find (especially at night) because they don't have an illuminated store front sign just yet. So keep your eyes open! \n\nThe decor is modern. Clean and simple. There are smaller booths around the restaurant that seat 2-4. Large tables are available for bigger parties. There are an ample amount of high top bar tables that seat about 3 per table. Where the high top tables and booths are, you can see the open kitchen. It's a lot of fun to watch especially when they start pumping out their food. \n\nTheir food is tapas style, so don't expect large dishes that fill you up with leftovers to doggy bag. Everything on their menu screams fusion. Can't really put a finger on what they're a fusion of so I'll say that they fuse flavors from all around the world! The menu itself is super adorable. They separate their items by categories: pork, beef, chicken, seafood, veggies, cheese and dessert. Within each category, they have around 7 or 8 dishes to choose from. \n\nEach plate is priced anywhere from $5 to about $12. I took my cousin and we were content after 4 dishes. And then we saw servers carrying plates of food to other tables and decided to order 2 more dishes. In part, this was a big mistake. We had no room for dessert and became overly stuffed. \n\n- Complimentary popcorn: What a cool way to substitute your average bread and butter basket! Perfect amount of butter. \n- Sticky Bun Tacos: Fried pork belly, pickled cabbage and ginger soy. The pork belly wasn't greasy. I personally think this dish would be better if the pork was shredded. Total of 3 small tacos. \n- Albondigas: Meatballs with salsa roja with sliced jalapenos. Even without the jalapenos, there's a kick of heat in the sauce.\n- Brulee Salmon Skewers. Three pieces of salmon on a stick with a honey miso glaze and a side of warm Japanese cabbage salad. I thought the honey miso glaze tasted a lot like regular teriyaki sauce.\n-Pretzel Brats: 2 mini sandwiches - chicken sausage with cheese gravy and sauerkraut on pretzel bread. This was my fave, hands down. \n- Cremini caps: Mushroom caps filled with asiago cream and caramelized onions. For all you mushroom lovers, this is a very yummy appetizer. I can sit and muNch on these babies all day.\n - Tater Tots with truffle oil and parmesan cheese: the tots are super crispy on the outside with a soft and tender potatoey goodness on the inside. Truffle oil taste on every bite. I can munch on these all day, too. \n\nShout out to Groupon for making this trip possible! Although Nosh & Swig is clear across town from my house, I'll be back to nosh and swig some more.",1
1103,"Very poor customer service at the United airline ticket counter. I arrived at 10:45 am only one customer in front of me, 6 agent's avoiding eye contact with me.  When I requested assistance as the kiosk directed none of the agent's offered assistance when I asked. I actually had to get rude in order to get someone to assist.  Hey United I won't be giving you anymore of my hard earned money.",0
1104,"What is better than a little brunch after partying the night before? A champagne brunch in  what seems like is the middle of the village from Beauty and the Beast!!!\n\nYou have to wait in line so take that into account when you make plans to go. My bf and I got there at 9:15am and got seated exactly at 10am. The champagne brunch starts at 10, so we were totally fine with that. \n\nAt first, the service seemed to be a little off because they were so busy, but then we had this wonderful lady who was extremely attentive. I'm bummed I can't remember her name, but she was awesome. She actually just gave us a cold bottle of champagne, since we kept on getting refills, and she continued to refill our flutes after. \n\nThe food quality and selection was wonderful..they have fresh crepes, omelets, a sushi chef (basic stuff), crab legs (nom nom nom) and creme brulee (my favorite dessert) that they were actually caramelizing in from of you.\n\nAt about 30 bucks a person, it's well worth it. Just be prepared to wait.",1
1105,"I was desperate to hide from the sweltering Phoenix heat, looking for somewhere to eat at 8 pm on a Tuesday evening. In a normal downtown area that would be an easy task but of course, NOT in Phoenix! T hen I came across Hanny's. An old deptartment store that has been transformed into a hip and modern eatery with fantastic food. The beat salad was amazing! Really impressed with Hanny's.",1
1106,Went here the day after St. Patty's. Place was empty but the table we sat at still hadn't been wiped down. Still hadn't been wiped down by the time we left. Food was OK. I had a nice Black and Tan to start the meal and ordered the fish and chips. Received a huge portion of nicely fried Cod and shoe string fries. I personally like wedges or crinkle cut  round chips but it's not a big deal. They do have huge burgers and my friend couldn't finish his Cheese Burger. Neither had room for dessert. Typical pub. Nothing to rave about. Maybe they were just recovering from the day befores party. I'll give them another try the next time I'm in Scottsdale to see if I have a better experience.,0
1107,"it's a very very beautiful church as from inside and outside. \n\nthere was some admission cost when we tried to get in last time but all the times before I always went in for free. so not sure what the admission cost depends on - time of the day, day of the week or seasons. \n\nthere is also a light show that's highly advertised. we went for that (tickets were something like $12) but weren't really impressed. the set up is great but the scenario/story/length is too boring.",1
1108,"My fiance and I came in for a bite to eat, and was very pleased with everything.\n\nOur server Liliana was very nice. We had a great experience, she and the other servers were constantly at us with refills and always made sure we had everything we needed. Amazing service, I wish every restaurant had service like Babystacks!\n\nWe had a beef hash with rice, and the breakfast burrito, with a share of pancakes. The beef hash was solid, however the breakfast burrito could have been better, not much meat and the red sauce that it came with was too sweet to pair with it. The hazelnut pancakes were AWESOME. \n\nLong story short, good food, great service, we will be back!",1
1109,"Was psyched to hear they have a gluten-free menu. Although there are only 2 flavors-Pei Wei Spicy & the sweet & sour. That's good for my SO since he likes sweet & sour. I'm not a s&s fan so I'm stuck with just rice- would have liked the spicy but it's made with chicken broth so not vegetarian friendly which explains why they only list meat options on their gluten-free menu. If they would switch to veggie broth then we would get takeout weekly. But I can't get satisfied with just rice so they lost my biz. Staff is friendly but some really have no clue about the gf menu - for take out they gave packets of regular soy sauce when they have gf tamari. 2 stars because they made an attempt, and with a few tweaks could be a 4 or even 5 star.",0
1110,"This is hands down my boyfriend and I's favorite spot in Chandler... Actually... ANYWHERE.  We absolutely LOVE San Tan Brewery and are there almost weekly.  I always joke with him saying that one day we will have our rehearsal dinner there.  I can not say one bad thing about this place.  I walk in and it seems like people recognize us, that's when you know things are good! \n\nSan Tan becomes more packed everytime I go in, but I love that they do so well!  They are very casual, loud, and a bar setting.  Don't walk in expecting to get a Bud Light, or Miller Light.  My fave beers are the Epicenter and Hefe.  I have ordered so many different food items off the menu but my recent fave is the Pork Pabil.. Its amazing.  \n\nYou will never go wrong with San Tan Fries... they are the best fries I have ever had.  All the servers are awesome, I have never had bad service from anyone there.  The bar tenders are great, and always make you feel like you are the only person at the bar.  This place is awesome for groups, or a casual date.  We bring out parents all the time and they love it just as much as we do.",1
1111,"Great place to take in a baseball game. The times that I came here there were no concession stands but knowing that ahead of time was perfect, so it provided ample opportunity to run to the store to buy stuff or go somewhere or plan to go somewhere after the game.",1
1112,"First time at this location last night.  We went late in the evening and had a party of 3.  Got some drinks at the bar which was fine and then sat and waited for our table.  It was quite humid and hot where we were waiting as the air vent was dripping cause the humidity.  While we waited, not one person came to check on us or tell us why it was taking so long to be seated.  We finally were sat a table in the back after 25 min or so waiting.  Took approx 10 min before we had anyone come take our order.  We all ordered fairly simple food and only 1 time did anyone come to us to offer drinks.  We sat for nearly 45-50 min waiting patiently for our food and once we got it, no apologies or explanation.as to why it took so long.   We all had pretty much lost or apatite and barely even 10 min after getting our food, had our server come to us and ask us if we wanted desert (seriously lady ??!?) As we were waiting for our check the manager ( older lady with a raspy quick tone) was across from us, apologizing to another couple that was waiting nearly as long as us, for the wait.  No one came and asked how we were or how our service was or apologized for the delay.  Needless to say we paid and left dissatisfied and upset.  I have eaten at the old town location countless times and have always had superb service and food.  We will most likely not be returning to this location.",0
1113,"We first saw Chronic Tacos in LA, but never got the chance to eat there. So, when I heard there was one in Vegas, my brother and I sought it out. The only way to get there from my side on town - the SW - is to risk your life via several roundabouts. I'm a skilled driver, but I despise those things. We made it in one piece without incident, phew.\n\nNow give me food to calm myself.\n\nNot able to decide on what I wanted, I ordered three tacos: fish, carnitas and carne asada. My brother tried the chicken and carne asada. We were the only people in the restaurant and the staff seemed highly annoyed by our presence. \n\nI grabbed a diet coke from the soda machine and it tasted terrible, flat yet it tasted only like seltzer. I couldn't drink it. I don't do regular soda so I was out of luck.\n\nI dug into the tacos. The fish taco wasn't the worst I've had, but I wouldn't call it good. Edible. The Carnitas were the best of three. The carne asada was so salty. I about died. It was inedible. My brother agreed on the carne and thought the chicken was decent. \n\nI couldn't believe I risked my life on the roundabout deathtraps for this! Leaving, I was forced to gamble again. A few close calls, but we made it home safely. Thank goodness, I would not want Chronic Tacos for a last meal.",0
1114,"Elixir brings in a mid-to-late 20's/early 30s crowd that does more mingling/drinking than only dancing. They do have a small dance floor where some folks dance but it's a small minority of the total number of patrons. The bartenders are friendly enough but the wait to get a drink can be long when the place is jumpin'. The atmosphere is fun but not uppity.\n\nStill, it's a more sophisticated standby for those nights when other Southside joints are too collegey or dirrty for your maturing tastes (natch). Probably the classiest place on the Southside.",1
1115,"The Bellagio boasts the most diverse,carefully arranged feeding trough on the strip (that i can speak for), putting it in the running for one of the greatest buffets in the world. I came to their buffet between breakfast and lunch (we'll call it brunch) to a fair sized line. Despite this i was promptly seated, given my drink, and sent for my first helping. The cocktail shrimp were amazing and chilled perfect. The prime rib and london broil were exquisite. The African bluenose was delicious. Even the desserts, coming fresh from the oven, were pretty outstanding. I dont remember exactly what i paid, but it couldnt have been more than $20. It is by no means the cheapest buffet in town, but probably has the best value.",1
1116,"Reviewing airports? Guess I was compelled to after being yelled at by the annoying, power tripping, airport staff lady who thought it was okay to bark at anyone trying to avoid her escalator line control on the way up to the TSA security line. For a city dependent on people dumping their money on the strip, you'd think they'd up their efforts to provide a better gateway and experience to their patrons.\n\nThen again, the airport is okay at best most of the time especially when you think about the trainwreck that JFK & LAX can be. McCarran doesn't seem that bad anymore. Talk about low standards.\n\nArriving at McCarran is usually a smooth affair, the walk to the heavily advertised, spam filled baggage claim can be pretty fast even in the narrow corridors throughout the airport. Getting a taxi or shuttle is straightforward and the airport shuttle to the car rental center is a breeze & really convenient.\n\nLeaving is bit more difficult. Crowded check in terminals with not much space to move, long TSA lines, and not enough seating at the gates which are probably too close to one another. However, these complaints are all pretty trivial since it could be far worse in my past experience.",0
1117,"We went in there on Sunday for lunch, it was packed-well the foyer was at least. After sitting there for ten minutes we were led to a dinig area that was maybe 1/3 full of customers. I was a bit confused on their use of host and hostesess. There was one person taking names, another checking the names, two other standing their alternating taking the diners to their seats in the dated dining room. Christ the only reason we went to this place is because we had a gift card and I'm hoping the gift giver next year makes a better choice. So my wife ordered the fettucini alfredo with Chicken (she has a standard) and I ordered some sort of entre that appeals to men that only eat beef, toss it with some pasta and voila, Dinner!  The humorous moment was when the server asked me how I would like my braised beef done-it's braised, look it up. Anyhow the sauce with it was a cream base, had some portabella mushrooms with it and some fresh parsley (to make it appear fresh) though my entre looked like it has been sitting under the hot lights for a good 10 minutes. The salad we got was marginal (I don't get what the big deal is) and the breadsticks seemed like they'd been sitting in the basket for 10 minutes (not so hot)- While our food  wasn't absolutely horrible, I don't understand why this place is full all the time. I would love for it to be another 10 years (or more) until I eat here again....glad I wasn't paying for it!",0
1118,"\""""Greasy spoons\"""" are called such for a reason, but when you have a pool of that yellow margarine stuff under your hash brown, it's too much.\n\nThe biscuits and gravy were no better than the ones at Whataburger, and the eggs are definitely not fresh eggs.\n\nBut the biggest letdown of all was the coffee, which was several hours old. I've had baths hotter than this.\n\nThe only saving grace was the very pleasant and attentive servers, who (bless them) kept offering coffee refills.",0
1119,We stayed at the Monte Carlo and were looking for some food after a long day of walking the strip.  We decided to stop at the Pub and luckily we made it in time for Ladies Drink Free.  We got a free drink.  We ordered the spinach salad.  It was delicious.  We also ordered the meatball sliders.  BEWARE...they were not cooked.  We told the waiter and he returned the plate to the kitchen and gave us the meal free.  But then the waiter ignored us!  You would think they would want to give us some good service.  Make sure your meal is cooked!,0
1120,"I hate to give bad reviews but this place was definitely NOT GOOD.\nThe food here wasn't very flavorful and I'm not super picky on flavor. The chicken looked and tasted like it maybe wasn't chicken... There was a fish tank full of dead fish on display for the diners to see, gross. \n\nThere's millions of places to get Chinese food in Chinatown so I would not recommend this one. \n\nAlso I got sick to my stomach almost instantly after we finished eating. I usually prefer food that doesn't make me sick.",0
1121,"It is no New Orleans but the food was surprisingly decent for a chain restuarant.  The seafood was fresh and cooked well.  I had the halibut with the Diablo sauce.  They are great with mixing and matching sauces and fishes.  We also ordered a dozen raw oysters and oyster pappadeux.  There are hints of southern style cuisine such as dirty rice, crawfish sauce, and any seafood you like fried.  As for actual taste, I didn't get much southerness from the flavors.\n\nThe second time, we got the seabass and two of us got the all you can east lobster. The seabass was cooked well and the sauce was tasty. The lobsters came with dirty rice as the side and it was pretty good. The lobsters are a good decent size and good quality lobsters. I finished 5 of them and the other finished 9 of them. I think eating 3 would be good. i cant say it is necessarily a good deal because it is just eating too much lobster unnecessarily. The time in between each round of new lobster fluctuated a lot and the service was just decent.",1
1122,"I'm from SoCal, and come to Phx often for biz. I'm a fan of Paradise Bakery in general, but was really disappointed with this one.  I ordered a cuban, and gotta say it was pretty much the worst. Mostly bread - crappy bread and not chibatta-- one puny slice of ham, it wasn't grilled, and it took almost 20 minutes - super disappointing, and for $8 not a good value at all. Also got a cup of soup - it was good -- but for a total order of $12, I'm over the free cookie.  \n\nI got this to go for my road trip, and (frankly) gave a good part of it to the dog.  I probably should've gotten something from the Whole Foods next door, or even a $5 foot long....Where's a subway when you need one?\n\nLots of people waiting for food at 11 am, long line.  Others seemed to know the service was terrible and stuck to salads and pre-prepared things. \n\nI've had good experiences with other locations -- probably not going here again.",0
1123,"This airport sucks. You would think workers would know what to do or know where everything is considering that it's an international airport. Nope. Who say's, \""""I'm not sure\"""" and walks away? Really? Seriously, it's a guessing game here. Our flight home was in the late hours of the night. We came into the airport pretty early and the line was mildly short. My bf tried to check us in but it froze on him. Wtf man! He tried finding a worker from the airport but no one was available. I mean no one was there. He tried asking for help from the workers at Hawaiian Air and they didn't help either.  He finally found one after searching for at least ten minutes. By this time, the line for the bag check in got longer. Thank goodness I was standing in line already, or so I thought. After the first worker walked away, my bf found another guy (another 10 or 15 minutes wait) and this one told us to stand in the shorter line because we didn't check in properly. We were finally relieved that someone knew what they were doing. Yea right... Mind you, that short line or the line I was in had no sign of what each line was for. \n\nWe moved to the shorter line which only had two couples. OHH MUH GAWD! We stood in line for 45 minutes. Everyone who came after us on the other line had bypassed us. Not only did the airport worker screw us over, the Hawaiian Airline workers also screwed us over by making us wait 45 minutes. The only reason why they started helping us was because I yelled out for everyone to hear that all of us had been waiting for 45 minutes. I got a reply back from the Hawaiian Air worker; \""""please be patient, we are busy\"""".  I never ever yell out in public places but it was just too much for me.   We finally got checked in and had only 20 minutes to spare before they opened the gates for our flight. \n\nLuckily for me I hated Las Vegas. I probably won't come back unless it's something important. And since I won't be back, I won't have to deal with this airport. Thanks for ruining the end of my vacation McCarran International Airport and Hawaiian Air workers.",0
1124,"I do not recommend Death Valley. My first time ever at this cafe. I was recommended by a friend. However, I must say right off the bat, it was worst experience ever at a cafe for myself. I went in Friday night to be greeted by a really rude girl who when asked questions made you feel stupid. The thing about this place is that they are fairly unique, when asking for a recommendation I don't need a sarcastic answer. I had before ordering just walked out as I couldn't handle it. I will recommend people against it, as it us not worth it at all when your initial impression is so negative.",0
1125,"Very pleasantly surprised! We had driven by many, many times wondering what exactly could fit in that little corner of a strip mall. Turns out a lot! A great little Irish Pub with some great food and drink offerings.\n\nMy husband loved the corned beef and cabbage, I enjoyed my fish and chips only complaint is that the chips were french fries....fish and chips need chunky fries! It is a tradition. The side of coleslaw though was delicious.\n\nThe VERY best part was dessert. Can highly recommend the Bailey's Irish Cream Bread & Butter pudding with custard. Speaks for itself really.\n\nThe atmosphere was nice and the staff were wonderful!",1
1126,"I am giving this place 4.5 stars. I went there on a night where it was so packed the line went from the front door to almost I dont know how long. All i know was that it was so long we waited an hour and got buzzed/drunk before we actually sat down to eat. I ate baby lobster, roast duck and their desserts + pistaccio ice cream. That was all I emembered after the alcohol consumption but I still give it two thumbs up.\n\nSORRY i meant crawfish.. I was probably still intoxicated when writing this entry LOL",1
1127,Awful! Went in for a gel manicure three days later three nails have polish completely peeled off. Not only that but while there I had to tell the nail tech to do the design I wanted 5 times and she still forgot when I reminded them again someone came in and did the design and it was crooked! I ended up having to go home and clean around my cuticles with all the over spill and I have a hang nail on my pinky now. Worst and I mean WORST! Gel I've ever gotten. I went to this place for convenience and I will make the extra few minute drive to pretty nails in Goodyear.,0
1128,"I was introduced to Einstein Bros Bagels from a friend who is in love with this store! And I couldn't agree more! The bagels here are so delicious. They taste freshly baked no matter what time of the day you go in. \n\nThey offer a variety of breakfast, lunch, and dinner meals and have an array of desserts to choose from. They also have lots of different coffees you can get as well!\n\nI would totally recommend this place to all of the bagel lovers out there!",1
1129,"Dealt with a gentlemen named Eric. Very chill and honest guy. I went to him for my girlfriends iPhone 5 screen repair. Not only was it cracked, the LCD behind it cracked so the screen looked like a rainbow. Eric fixed my girlfriends phone with no problem at all. Give this guy a chance if you need the work done. Fair price.",1
1130,"I am sold the flights of beer!  6 samples of craft beers in one setting will sell me every time.  Exploring craft beers can be a tricky game...we've all ordered a beer that didn't fit our palette and you have to WORK your way thru it.  I explored 3 styles of beers I'd never tried and then finished with 3 favorites to satisfy the taste buds.\n\nThere was a nice variety of food on the menu.  They have an interesting take on wings with the sauce on the side. Tried one of the salads which was tasty, but left you a little hungry...especially since it was the same price as the wings.  That moved us onto the Sweet Potato Tacos, which area little more like empanadas, but really tasty with a pesto dipping sauce.\n\nLiving in the southwest for so long I'd like to some type of hot sauce on the table or a homemade concoction to bring the heat.\n\nThe noise is a little loud, but they'll get the acoustics figured out.  The openness of the floor plan and windows will make it a great year round place for a pint.  It's smack dab in the middle of the Evans Churchill district which is great for a pub crawl",1
1131,Normally I wouldnt waste my time reviewing a fast food restaurant but the service at this KFC is a joke.  I've gone twice the past few months and it has been horrible.  Today the person working the register was also having to expedite the orders which made things super slow.  What was crazy was that the guy behind me ordered a chicken pot pie and they said it would take 35 minutes...and he decided to wait for it.   This place needs to hire more staff and TRAIN them.,0
1132,"If you're considering getting waxed, read below as well, but just for nails, well, the nail job was poorly done and rushed. I could have done a more thorough job at home, and not wound up with spots of nail polish on my skin. I will NEVER EVER ever ever ever ever ever ever ever ever ever ever ever ever EVER go back!  And I highly recommend that you don't even try it, either. \n\nAnd in regards to the waxing: Oh if only you could give negative stars. In this case, I definitely would. I learned a hard lesson today. NEVER EVER use the \""""express\"""" salons/spas in malls. EVER! Especially when you've got to look nice (like, say, for your birthday party). I've used them before but NEVER again. The lady giving me my pedicure asked me if I wanted my eyebrows waxed. I said no. She asked again. I said no, again. She asked a third time (very pushy), and though I had been saying no, I knew it needed to be done because I had some scraggliness off to the side. So I finally said yes. AND I GOT BURNED! Like bright red, with tiny white welts BURNED! I looked like some sort of effed up raccoon. And they all kept staring, not asking if I needed aloe. It should have been obvious to anyone with eyes that the post-wax condition of my general eyebrow area WAS NOT normal. If they'd had an easily available mirror on the inside, I wouldn't have left. Period. It was embarrassing. I went to the Carmen! Carmen! Prestige Salon in Belk and they fixed EVERYTHING and I am so thankful that they had openings and were willing to help. \n\nAfterwards I went back to the salon, just to mention that their wax was too hot and they completely denied it and put the blame on me and said I should have asked them for aloe to fix it. Aloe didn't cut it. It took hours of ice compresses, along with several skin-clearing/redness-relief creams, and a full face of makeup to hide it for my birthday party that night. Also, apparently they use \""""multi-purpose wax\""""- I don't know what this means but it seems to imply that  it's not necessarily gentle enough for the face which would make sense. AND the skin under my eyebrow was lifted. Not good. Not good at all. I have some choice words for these people but likely would have been escorted out of the mall by security had I chosen to use them.",0
1133,"These folks were great when I signed my lease, but since then, it's been a battle over most everything you could imagine when one rents a property...whether some repair issues or hoa notices for every blessed thing you could imagine under the sun.\n\nThe yard was overgrown with weeds (was told more than one time that it would be taken care of asap). Before I could even finish unpacking (while waiting on them to do what they said they'd do), I got a nice little welcome letter (sarcasm here) from the hoa folks after only being in the home for 2 weeks - NOT appreciated, AT ALL! Big surprise...it never got done. I had to do it...front & back.\n\nAnd good luck trying to reach them by phone. That's a total joke! You can't even leave a message on voice mail about 90% of the time (mail box for whomever you get is usually full). Their posted hours (on their phone recording) indicate they are open until 5 (ha)! Even in the times I have been fortunate enough to be able to leave a message on someone's voice mail, I've NEVER gotten a return call.\n\nI had the \""""pleasure\"""" of reaching a humanoid there ONCE, and she was absolutely the rudest person I think I'd ever encountered.\n\nI have rented properties for about a decade now, and never have I been so dissatisfied with a property management company. Won't be renting another property again with RPM, and that's a fact, Jack!",0
1134,Christmas Eve dinner. Yippee.Food was just OK. No return. Had Tempura. It was cold and greasy. Dip was gross. Husband had chicken and beefskewers of some sort. He eats anything and wasn't happy. Service weird and no one in regular restaurant. Teppanyaki was busy. This is our punishment for going somewhere weird on Christmas.,0
1135,"My last breakfast in Edinburgh before hopping on the plane back to Dublin. Was extremely happy I came in! The people were nice, and the food was outstanding. I had the full breakfast and for the price I thought it was loaded with food. All of it was very good too, not bland or a cheap tourist imitation. I really liked this place and was disappointed I hadn't gone in earlier.\n\nAlso, I can imagine that it's a pretty cool place in the evenings. They have live music every night and a ton of Scotch Whisky to try if you're into that sort of thing. Very cool place.",1
1136,"Very small portions, but good food. Had a perfectly cooked fillet minion, but $60 and they could have served with a toothpick, it was so small.  \nSame for rest of our party. Excellent salmon, but maybe 5 bites again $60. \nEverything is a la carte so sides extra. Thai papaya salad good, and key lime pie great.",1
1137,"Maybe two and a half stars... maybe. The food is just nothing spectacular, the restaurant looks kind of thrown together and in the summer it's hot inside. WikiWiki is so close to my house that I really want to love it, but the passion isn't there, things seem rushed. I'll keep coming here occasionally because it's so close and my only Hawaiian food fix, but I really hope it gets better.",0
1138,"Allow me to explain my 2 star rating.  \n\n8-1/2 lounge and Piranha nightclub are essentially two rather different clubs annexed together.  I do not come to this nightlife amalgamation for 8-1/2.  I come for its sister club.  \n\nAs I've said before in other reviews, I detest the watered down hip-hop that passes for Top 40 music nowadays.  I like even less the crowd that such an atmosphere attracts.  And this is the crap that 8-1/2 plays all the time.  \n\nThe decor isn't bad.  I like the draperies over the couches.  They have a pool table and a Pacman machine.\n\nI'd describe the people who hang out on the 8-1/2 side as \""""gay douchebag lite.\""""\n\nI hate the damned bartenders, though.  They are notorious for their inability to set consistent drink prices.  I've bought well vodka sodas for $5, $8, and $7 over the course of a single night, ALL FROM THE SAME BARTENDER.  They also charged me $3 for a soft drink.  Criminal.\n\nPiranha, on the other hand, plays dance/trance/house, has great gogo dancers, and a happenin' dance floor.  Be cool, like me.  Don't stay in 8-1/2.",0
1139,"Talk about spoiling the experience. \nDon't get me wrong, I love Stein Mart's deals. The reason why this store gets only one stars is because of bad customers service and Yelp doesn't have the option for no stars. \nI was there on a Saturday morning; looked everywhere to find an associate to help me in the floor. No luck. Than during check out, (which I had the fortune, or better said misfortune to be served by the store manager herself) I was rushed out and even told 'you are holding the line' when I asked to correct the wrong prices, hence the total amount - and we're talking about double. She was supposed to grant me three different coupons (50% off for red dotted home goods, 30% off and 20% from store coupons on different items) and she kept granting them partially.  I kept cool and thanking her for helping and she kept being plain RUDE. What kind of example is she setting for the other employees?! Unacceptable behavior. \nI will not go back there until they do something about the customer service.",0
